Surah,Ayah,Tags,Category,Emotion,Context
77,42,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschatological context
77,43,"Heaven, Reward, Accountability",Eschatology (Akhirah),Joy,Eschological context
77,44,"Reward, Heaven, Accountability, Mercy, Justice",Eschatology (Akhirah),Hope,Eschological context
77,45,"Disbelief, Punishment, Hell, Accountability, Fear",Eschatology (Akhirah),Fear,Eschological context
77,46,"Punishment, Disbelief, Hell, Accountability",Eschatology (Akhirah),Fear,Eschological context
77,47,"Disbelief, Punishment, Hell, Accountability, Fear",Eschatology (Akhirah),Fear,Eschological context
77,48,"Prayer, Disbelief, Hypocrisy, Guidance, Misguidance",Worship (‘Ibadah),Anger at Injustice,Makki Revelation
77,49,"Disbelief, Punishment, Hell, Accountability, Fear",Eschatology (Akhirah),Fear,Eschological context
77,50,"Disbelief, Prophethood, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
78,1,"Resurrection, Accountability, Heaven, Hell",Eschatology (Akhirah),Awe,Makki Revelation
78,2,"Revelation, Knowledge, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
78,3,"Resurrection, Accountability, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschatological context
78,4,"Disbelief, Accountability, Punishment, Resurrection",Eschatology (Akhirah),Fear,Eschatological context
78,5,"Resurrection, Accountability, Punishment, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
78,6,"Tawheed, Power, Wisdom, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
78,7,"Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
78,8,"Tawheed, Family, Marriage",Faith (Aqeedah),Awe,Spiritual reminder
78,9,"Mercy, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,10,"Divine Attributes & Signs, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,11,"Gratitude, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
78,12,"Tawheed, Power, Heaven, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
78,13,"Tawheed, Divine Attributes & Signs, Power, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,14,"Revelation, Mercy, Power, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,15,"Mercy, Power, Guidance, Heaven",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,16,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
78,17,"Resurrection, Accountability, Punishment, Reward, Fear, Hope",Eschatology (Akhirah),Fear,Eschological context
78,18,"Resurrection, Accountability, Punishment, Reward, Fear, Awe",Eschatology (Akhirah),Fear,Eschological context
78,19,"Heaven, Resurrection, Power, Mercy",Eschatology (Akhirah),Awe,Eschological context
78,20,"Resurrection, Power, Heaven, Hell, Accountability",Eschatology (Akhirah),Awe,Eschatological context
78,21,"Hell, Punishment, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
78,22,"Hell, Punishment, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschological context
78,23,"Hell, Punishment, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschatological context
78,24,"Hell, Punishment, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
78,25,"Hell, Punishment, Disbelief",Eschatology (Akhirah),Fear,Eschological context
78,26,"Reward, Hell, Punishment, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschatological context
78,27,"Disbelief, Accountability, Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
78,28,"Disbelief, Revelation, Prophethood, Punishment, Lessons from history",Eschatology (Akhirah),Fear,Eschatological context
78,29,"Knowledge, Power, Accountability, Revelation",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
78,30,"Punishment, Hell, Disbelief, Accountability",Eschatology (Akhirah),Fear,Eschological context
78,31,"Reward, Heaven, Faith, Hope",Eschatology (Akhirah),Hope,Eschological context
78,32,"Heaven, Reward",Eschatology (Akhirah),Hope,Eschological context
78,33,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
78,34,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschatological context
78,35,"Heaven, Reward, Misguidance, Faith",Eschatology (Akhirah),Hope,Eschological context
78,36,"Reward, Mercy, Heaven, Gratitude",Eschatology (Akhirah),Hope,Eschological context
78,37,"Tawheed, Divine Attributes, Power, Mercy, Fear, Awe",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
78,38,"Resurrection, Accountability, Prophethood, Mercy, Power, Wisdom",Eschatology (Akhirah),Awe,Eschological context
78,39,"Resurrection, Accountability, Reward, Punishment, Mercy, Hope, Guidance, Faith",Eschatology (Akhirah),Hope,Eschological context
78,40,"Punishment, Hell, Resurrection, Accountability, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschological context
79,1,"Revelation, Power, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,2,"Resurrection, Power, Eschatology",Eschatology (Akhirah),Awe,Eschatological context
79,3,"Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,4,"Resurrection, Accountability, Heaven, Hell",Eschatology (Akhirah),Awe,Eschatological context
79,5,"Power, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,6,"Resurrection, Accountability, Fear, Power",Eschatology (Akhirah),Fear,Eschological context
79,7,"Resurrection, Accountability, Punishment, Fear",Eschatology (Akhirah),Fear,Eschatological context
79,8,"Fear, Resurrection, Accountability, Hell",Eschatology (Akhirah),Fear,Eschological context
79,9,"Resurrection, Accountability, Fear, Awe",Eschatology (Akhirah),Awe,Eschatological context
79,10,"Disbelief, Resurrection, Accountability, Fear",Eschatology (Akhirah),Fear,Eschatological context
79,11,"Resurrection, Accountability, Faith, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
79,12,"Resurrection, Accountability, Punishment, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
79,13,"Resurrection, Punishment, Fear, Accountability",Eschatology (Akhirah),Fear,Eschatological context
79,14,"Resurrection, Accountability, Heaven, Hell, Punishment, Reward",Eschatology (Akhirah),Fear,Eschological context
79,15,"Prophethood, Prophets, Revelation, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
79,16,"Prophethood, Revelation, Prophets, Guidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
79,17,"Prophethood, Prophets, Guidance, Power, Wisdom",History & Stories (Qasas al-Anbiya),Determination,Historical story
79,18,"Zakat, Tawheed, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
79,19,"Guidance, Fear, Prophethood, Tawheed",Faith (Aqeedah),Fear,Spiritual reminder
79,20,"Prophethood, Revelation, Prophets, Guidance, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Historical story
79,21,"Disbelief, Prophethood, Misguidance, Punishment",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
79,22,"Prophets, Lessons from history, Disbelief, Power, Misguidance",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
79,23,"Prophets, Power, Guidance, Nations",History & Stories (Qasas al-Anbiya),Determination,Historical story
79,24,"Tawheed, Disbelief, Power, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
79,25,"Punishment, Prophets, Nations, Lessons from history, Power, Hell, Accountability",History & Stories (Qasas al-Anbiya),Fear,Historical story
79,26,"Lessons from history, Fear, Guidance, Wisdom",History & Stories (Qasas al-Anbiya),Fear,Spiritual reminder
79,27,"Tawheed, Power, Wisdom, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,28,"Power, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,29,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,30,"Tawheed, Power, Wisdom, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,31,"Tawheed, Mercy, Power, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
79,32,"Power, Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
79,33,"Gratitude, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
79,34,"Resurrection, Punishment, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
79,35,"Resurrection, Accountability, Reward, Punishment",Eschatology (Akhirah),Fear,Eschological context
79,36,"Hell, Resurrection, Accountability, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
79,37,"Disbelief, Misguidance, Punishment, Accountability",Eschatology (Akhirah),Fear,Eschological context
79,38,"Disbelief, Misguidance, Heaven, Hell, Accountability, Reward, Punishment",Eschatology (Akhirah),Fear,Eschatological context
79,39,"Hell, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
79,40,"Fear, Accountability, Reward, Heaven, Patience, Guidance, Faith",Eschatology (Akhirah),Fear,Eschological context
79,41,"Heaven, Reward, Hope",Eschatology (Akhirah),Hope,Eschological context
79,42,"Resurrection, Accountability, Heaven, Hell, Fear, Guidance",Eschatology (Akhirah),Fear,Eschatological context
79,43,"Resurrection, Accountability, Fear, Guidance",Eschatology (Akhirah),Fear,Eschatological context
79,44,"Knowledge, Power, Wisdom, Fear, Awe",Eschatology (Akhirah),Awe,Eschatological context
79,45,"Prophethood, Fear, Guidance, Resurrection, Accountability",Eschatology (Akhirah),Fear,Makki Revelation
79,46,"Resurrection, Accountability, Heaven, Hell, Fear, Awe",Eschatology (Akhirah),Awe,Eschological context
80,1,"Prophethood, Kindness, Patience, Guidance, Humility",Ethics & Morality (Akhlaq),Sadness,Makki Revelation
80,2,"Prophethood, Kindness, Humility, Guidance, Misguidance",Ethics & Morality (Akhlaq),Sadness,Moral teaching context
80,3,"Knowledge, Wisdom, Guidance, Faith","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Awe,Spiritual reminder
80,4,"Revelation, Guidance, Knowledge, Wisdom","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Hope,Spiritual reminder
80,5,"Disbelief, Misguidance, Humility, Guidance",Ethics & Morality (Akhlaq),Sadness,Moral teaching context
80,6,"Prophethood, Guidance, Misguidance",Faith (Aqeedah),Sadness,Makki Revelation
80,7,"Prophethood, Guidance, Mercy, Patience",Ethics & Morality (Akhlaq),Comfort,Spiritual reminder
80,8,"Kindness, Humility, Guidance, Prophethood",Ethics & Morality (Akhlaq),Awe,Moral teaching context
80,9,"Fear, Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
80,10,"Prophethood, Guidance, Misguidance, Humility",Ethics & Morality (Akhlaq),Sadness,Spiritual reminder
80,11,"Revelation, Guidance, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
80,12,"Revelation, Guidance, Knowledge, Faith",Faith (Aqeedah),Awe,Spiritual reminder
80,13,"Revelation, Knowledge, Wisdom, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
80,14,"Revelation, Heaven, Knowledge, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
80,15,"Revelation, Knowledge, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
80,16,"Revelation, Mercy, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
80,17,"Disbelief, Gratitude, Tawheed, Mercy, Knowledge",Faith (Aqeedah),Sadness,Spiritual reminder
80,18,"Tawheed, Divine Attributes & Signs, Knowledge, Power",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
80,19,"Tawheed, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
80,20,"Guidance, Mercy, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
80,21,"Resurrection, Power, Tawheed",Eschatology (Akhirah),Awe,Spiritual reminder
80,22,"Resurrection, Power, Tawheed",Eschatology (Akhirah),Awe,Eschatological context
80,23,"Disbelief, Accountability, Punishment, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschatological context
80,24,"Tawheed, Gratitude, Guidance, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
80,25,"Tawheed, Mercy, Power, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
80,26,"Tawheed, Power, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
80,27,"Tawheed, Power, Mercy, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
80,28,"Gratitude, Mercy, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
80,29,"Guidance, Mercy, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
80,30,"Heaven, Reward",Eschatology (Akhirah),Hope,Eschological context
80,31,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
80,32,"Reward, Heaven, Resurrection, Accountability",Eschatology (Akhirah),Awe,Eschological context
80,33,"Resurrection, Accountability, Punishment, Fear, Hell",Eschatology (Akhirah),Fear,Eschological context
80,34,"Resurrection, Accountability, Fear, Family",Eschatology (Akhirah),Fear,Eschological context
80,35,"Family, Kindness, Patience",Ethics & Morality (Akhlaq),Sadness,Eschatological context
80,36,"Family, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Sadness,Historical story
80,37,"Resurrection, Accountability, Fear, Punishment, Reward",Eschatology (Akhirah),Fear,Eschological context
80,38,"Heaven, Reward, Resurrection, Accountability",Eschatology (Akhirah),Hope,Eschological context
80,39,"Heaven, Reward, Faith, Hope",Eschatology (Akhirah),Joy,Eschological context
80,40,"Hell, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
80,41,"Hell, Punishment, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
80,42,"Disbelief, Punishment, Hell, Misguidance",Eschatology (Akhirah),Fear,Eschological context
81,1,"Resurrection, Heaven, Hell, Accountability, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
81,2,"Resurrection, Heaven, Hell, Accountability, Punishment, Reward, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
81,3,"Resurrection, Accountability, Power, Heaven, Hell",Eschatology (Akhirah),Awe,Eschatological context
81,4,"Resurrection, Accountability, Heaven, Hell, Punishment, Reward",Eschatology (Akhirah),Awe,Eschatological context
81,5,"Resurrection, Accountability, Heaven, Hell, Fear, Awe",Eschatology (Akhirah),Awe,Eschatological context
81,6,"Resurrection, Punishment, Power, Fear, Awe",Eschatology (Akhirah),Fear,Eschatological context
81,7,"Resurrection, Accountability, Heaven, Hell",Eschatology (Akhirah),Awe,Eschatological context
81,8,"Resurrection, Accountability, Punishment, Fear, Justice",Eschatology (Akhirah),Fear,Eschatological context
81,9,"Resurrection, Accountability, Punishment, Lessons from history, Nations",Eschatology (Akhirah),Fear,Eschatological context
81,10,"Resurrection, Accountability, Revelation, Heaven, Hell",Eschatology (Akhirah),Awe,Eschatological context
81,11,"Resurrection, Heaven, Hell, Accountability, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
81,12,"Hell, Punishment, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschological context
81,13,"Heaven, Resurrection, Reward, Eschatology",Eschatology (Akhirah),Awe,Eschatological context
81,14,"Accountability, Resurrection, Knowledge, Fear, Heaven, Hell",Eschatology (Akhirah),Fear,Eschological context
81,15,"Revelation, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,16,"Heaven, Hell, Resurrection, Accountability, Punishment, Mercy, Power, Wisdom, Awe, Fear",Eschatology (Akhirah),Awe,Eschatological context
81,17,"Revelation, Divine Attributes & Signs, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,18,"Revelation, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,19,"Revelation, Prophethood, Faith, Guidance",Faith (Aqeedah),Awe,Makki Revelation
81,20,"Tawheed, Power, Divine Attributes, Prophethood",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,21,"Prophethood, Revelation, Honesty, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,22,"Prophethood, Revelation, Guidance, Disbelief",Faith (Aqeedah),Awe,Makki Revelation
81,23,"Prophethood, Revelation, Prophets, Guidance",History & Stories (Qasas al-Anbiya),Awe,Makki Revelation
81,24,"Tawheed, Prophethood, Revelation, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
81,25,"Revelation, Prophethood, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
81,26,"Resurrection, Accountability, Fear, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschatological context
81,27,"Revelation, Guidance, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
81,28,"Guidance, Faith, Tawheed, Prophethood",Faith (Aqeedah),Hope,Makki Revelation
81,29,"Tawheed, Power, Wisdom, Guidance",Faith (Aqeedah),Awe,Makki Revelation
82,1,"Resurrection, Heaven, Hell, Accountability, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
82,2,"Resurrection, Accountability, Heaven, Hell, Punishment, Reward, Power, Wisdom",Eschatology (Akhirah),Fear,Eschatological context
82,3,"Resurrection, Accountability, Heaven, Hell, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
82,4,"Resurrection, Accountability, Punishment, Heaven, Hell",Eschatology (Akhirah),Fear,Eschatological context
82,5,"Accountability, Resurrection, Knowledge, Fear, Hope",Eschatology (Akhirah),Fear,Eschological context
82,6,"Tawheed, Mercy, Guidance, Faith, Disbelief",Faith (Aqeedah),Awe,Spiritual reminder
82,7,"Tawheed, Divine Attributes & Signs, Creation, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
82,8,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
82,9,"Disbelief, Accountability, Punishment, Justice, Resurrection",Eschatology (Akhirah),Fear,Eschatological context
82,10,"Accountability, Mercy, Knowledge, Power, Guidance",Eschatology (Akhirah),Awe,Eschatological context
82,11,"Accountability, Resurrection, Heaven, Hell, Knowledge, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
82,12,"Accountability, Knowledge, Power, Fear, Resurrection",Eschatology (Akhirah),Fear,Eschological context
82,13,"Heaven, Reward, Faith, Hope",Eschatology (Akhirah),Hope,Eschological context
82,14,"Hell, Punishment, Disbelief, Accountability",Eschatology (Akhirah),Fear,Eschological context
82,15,"Hell, Punishment, Accountability, Resurrection, Fear",Eschatology (Akhirah),Fear,Eschatological context
82,16,"Accountability, Resurrection, Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschatological context
82,17,"Accountability, Punishment, Reward, Resurrection, Hell, Heaven",Eschatology (Akhirah),Fear,Eschatological context
82,18,"Accountability, Resurrection, Punishment, Reward, Fear, Awe",Eschatology (Akhirah),Fear,Eschatological context
82,19,"Tawheed, Accountability, Power, Resurrection, Heaven, Hell",Eschatology (Akhirah),Fear,Eschological context
83,1,"Justice, Punishment, Trade, Fear",Ethics & Morality (Akhlaq),Fear,Moral teaching context
83,2,"Justice, Trade, Honesty, Accountability",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
83,3,"Justice, Trade, Honesty, Punishment, Accountability",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
83,4,"Resurrection, Accountability, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
83,5,"Resurrection, Accountability, Punishment, Fear, Hell",Eschatology (Akhirah),Fear,Eschological context
83,6,"Resurrection, Accountability, Tawheed, Fear, Awe",Eschatology (Akhirah),Awe,Eschological context
83,7,"Hell, Punishment, Accountability, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
83,8,"Hell, Punishment, Knowledge, Wisdom",Eschatology (Akhirah),Fear,Eschatological context
83,9,"Revelation, Accountability, Resurrection, Heaven, Hell, Punishment, Reward",Eschatology (Akhirah),Fear,Eschatological context
83,10,"Disbelief, Punishment, Hell, Accountability, Fear",Eschatology (Akhirah),Fear,Eschological context
83,11,"Disbelief, Accountability, Resurrection, Hell, Punishment",Eschatology (Akhirah),Fear,Eschatological context
83,12,"Disbelief, Punishment, Revelation, Hypocrisy, Accountability",Eschatology (Akhirah),Fear,Eschological context
83,13,"Revelation, Disbelief, Hypocrisy, Lessons from history, Prophethood",Faith (Aqeedah),Anger at Injustice,Makki Revelation
83,14,"Disbelief, Hypocrisy, Accountability, Punishment, Misguidance",Eschatology (Akhirah),Fear,Eschological context
83,15,"Hell, Punishment, Accountability, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschological context
83,16,"Hell, Punishment, Accountability, Disbelief",Eschatology (Akhirah),Fear,Eschological context
83,17,"Resurrection, Accountability, Punishment, Disbelief, Hell",Eschatology (Akhirah),Fear,Eschatological context
83,18,"Heaven, Reward, Accountability, Resurrection",Eschatology (Akhirah),Hope,Eschological context
83,19,"Heaven, Reward, Knowledge, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
83,20,"Accountability, Reward, Punishment, Resurrection, Heaven, Hell",Eschatology (Akhirah),Fear,Eschatological context
83,21,"Heaven, Reward, Mercy, Knowledge, Power",Eschatology (Akhirah),Awe,Eschatological context
83,22,"Heaven, Reward, Faith",Eschatology (Akhirah),Hope,Eschatological context
83,23,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschatological context
83,24,"Heaven, Reward, Resurrection, Accountability",Eschatology (Akhirah),Joy,Eschatological context
83,25,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
83,26,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
83,27,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschatological context
83,28,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschatological context
83,29,"Disbelief, Hypocrisy, Punishment, Accountability, Lessons from history",Eschatology (Akhirah),Anger at Injustice,Eschological context
83,30,"Hell, Punishment, Disbelief, Hypocrisy, Misguidance",Eschatology (Akhirah),Fear,Eschological context
83,31,"Disbelief, Society, Lessons from history, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
83,32,"Misguidance, Disbelief, Hypocrisy, Society, Lessons from history",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
83,33,"Punishment, Disbelief, Justice, Lessons from history, Nations",Eschatology (Akhirah),Fear,Eschatological context
83,34,"Heaven, Hell, Resurrection, Accountability, Reward, Punishment, Faith, Disbelief",Eschatology (Akhirah),Joy,Eschological context
83,35,"Heaven, Reward, Resurrection, Accountability",Eschatology (Akhirah),Awe,Eschatological context
83,36,"Punishment, Disbelief, Accountability, Hell, Resurrection",Eschatology (Akhirah),Fear,Eschological context
84,1,"Resurrection, Heaven, Hell, Accountability, Power, Awe",Eschatology (Akhirah),Awe,Eschatological context
84,2,"Resurrection, Accountability, Heaven, Hell, Power, Wisdom",Eschatology (Akhirah),Awe,Eschatological context
84,3,"Resurrection, Heaven, Hell, Accountability, Punishment, Reward",Eschatology (Akhirah),Awe,Eschatological context
84,4,"Resurrection, Accountability, Heaven, Hell",Eschatology (Akhirah),Awe,Eschatological context
84,5,"Resurrection, Accountability, Heaven, Hell, Revelation",Eschatology (Akhirah),Awe,Eschatological context
84,6,"Resurrection, Accountability, Reward, Punishment, Guidance",Eschatology (Akhirah),Awe,Eschatological context
84,7,"Resurrection, Accountability, Reward, Heaven",Eschatology (Akhirah),Hope,Eschatological context
84,8,"Accountability, Resurrection, Reward, Heaven",Eschatology (Akhirah),Hope,Eschological context
84,9,"Resurrection, Reward, Family, Hope",Eschatology (Akhirah),Joy,Eschatological context
84,10,"Accountability, Punishment, Hell, Disbelief, Resurrection",Eschatology (Akhirah),Fear,Eschological context
84,11,"Resurrection, Accountability, Punishment, Fear, Hell",Eschatology (Akhirah),Fear,Eschatological context
84,12,"Hell, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
84,13,"Disbelief, Punishment, Lessons from history, Accountability, Hell",Eschatology (Akhirah),Fear,Eschatological context
84,14,"Disbelief, Resurrection, Accountability, Misguidance",Eschatology (Akhirah),Fear,Eschatological context
84,15,"Tawheed, Divine Attributes & Signs, Accountability, Power, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Eschatological context
84,16,"Revelation, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
84,17,"Divine Attributes & Signs, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
84,18,"Revelation, Divine Attributes & Signs, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
84,19,"Resurrection, Accountability, Heaven, Hell, Reward, Punishment",Eschatology (Akhirah),Awe,Eschatological context
84,20,"Disbelief, Faith, Guidance, Misguidance",Faith (Aqeedah),Sadness,Makki Revelation
84,21,"Revelation, Disbelief, Hypocrisy, Guidance, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
84,22,"Disbelief, Misguidance, Prophethood, Revelation",Faith (Aqeedah),Anger at Injustice,Makki Revelation
84,23,"Knowledge, Faith, Hypocrisy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
84,24,"Punishment, Hell, Disbelief, Fear, Accountability",Eschatology (Akhirah),Fear,Eschatological context
84,25,"Faith, Reward, Heaven, Accountability, Mercy",Eschatology (Akhirah),Hope,Eschological context
85,1,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
85,2,"Resurrection, Accountability, Punishment, Reward, Heaven, Hell",Eschatology (Akhirah),Fear,Eschatological context
85,3,"Resurrection, Accountability, Heaven, Hell, Punishment, Reward",Eschatology (Akhirah),Fear,Eschological context
85,4,"Punishment, Nations, Lessons from history, Disbelief, Prophets",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
85,5,"Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
85,6,"Lessons from history, Punishment, Disbelief, Nations",History & Stories (Qasas al-Anbiya),Awe,Historical story
85,7,"Punishment, Accountability, Faith, Disbelief, Lessons from history, Prophets, Nations",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
85,8,"Faith, Disbelief, Tawheed, Power, Mercy",Faith (Aqeedah),Anger at Injustice,Makki Revelation
85,9,"Tawheed, Divine Attributes & Signs, Power, Knowledge, Mercy",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
85,10,"Punishment, Hell, Disbelief, Accountability, Justice",Eschatology (Akhirah),Fear,Eschological context
85,11,"Faith, Reward, Heaven, Gratitude, Hope",Eschatology (Akhirah),Hope,Eschological context
85,12,"Punishment, Power, Fear, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Fear,Eschatological context
